Player,Position,Age,Games,GS,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FG2,FG2A,FG2_PCT,EFG_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Sviatoslav Mykhailiuk,SF-SG,23,45,9,837,118,300,.393,71,213,.333,47,87,.540,.512,27,35,.771,16,87,103,68,35,8,56,36,334
Abdel Nader,SF,27,24,0,355,57,116,.491,18,43,.419,39,73,.534,.569,28,37,.757,7,55,62,19,10,9,19,34,160
Larry Nance Jr.,PF,28,29,27,950,115,236,.487,36,95,.379,79,141,.560,.564,26,41,.634,50,155,205,91,52,17,44,61,292
Aaron Nesmith,SF,21,28,0,395,33,91,.363,21,66,.318,12,25,.480,.478,11,16,.688,14,51,65,10,9,6,15,43,98
Raul Neto,PG,28,42,6,873,135,299,.452,40,110,.364,95,189,.503,.518,36,45,.800,17,82,99,92,47,4,31,66,346
Georges Niang,PF,27,49,0,672,96,225,.427,64,162,.395,32,63,.508,.569,5,5,1.000,15,90,105,35,14,6,31,73,261
Zeke Nnaji,PF,20,31,1,325,43,82,.524,19,46,.413,24,36,.667,.640,12,15,.800,13,39,52,5,4,3,7,23,117
Nerlens Noel,C,26,44,21,1001,92,153,.601,0,2,.000,92,151,.609,.601,25,38,.658,99,170,269,28,46,90,53,115,209
Jaylen Nowell,SG,21,36,0,687,135,304,.444,47,132,.356,88,172,.512,.521,41,49,.837,18,66,84,59,21,10,27,67,358
Frank Ntilikina,PG,22,18,4,253,23,64,.359,17,37,.459,6,27,.222,.492,7,14,.500,4,20,24,14,15,1,10,33,70
Kendrick Nunn,PG,25,38,26,1087,198,433,.457,77,207,.372,121,226,.535,.546,39,43,.907,16,103,119,100,39,9,58,69,512
Jusuf Nurkić,C,26,17,17,378,64,132,.485,6,18,.333,58,114,.509,.508,26,43,.605,33,95,128,48,16,13,34,48,160
David Nwaba,SF,28,30,9,679,106,218,.486,17,63,.270,89,155,.574,.525,47,68,.691,40,78,118,31,30,21,17,60,276
Jordan Nwora,SF,22,18,1,152,27,67,.403,14,30,.467,13,37,.351,.507,13,17,.765,3,28,31,4,10,3,15,12,81
Royce O'Neale,SF,27,49,49,1554,121,269,.450,79,196,.403,42,73,.575,.597,31,36,.861,59,266,325,122,38,23,57,134,352
Semi Ojeleye,PF,26,40,9,765,71,174,.408,49,125,.392,22,49,.449,.549,22,30,.733,25,92,117,30,11,0,16,44,213
Jahlil Okafor,C,25,12,0,120,25,42,.595,0,3,.000,25,39,.641,.595,1,2,.500,13,14,27,3,2,2,4,10,51
Chuma Okeke,PF,22,34,8,808,88,205,.429,36,94,.383,52,111,.468,.517,21,27,.778,33,103,136,72,30,15,27,36,233
Josh Okogie,SG,22,38,22,757,56,162,.346,16,69,.232,40,93,.430,.395,51,63,.810,34,62,96,43,34,16,28,80,179
Onyeka Okongwu,C,20,28,1,268,38,61,.623,0,1,.000,38,60,.633,.623,18,30,.600,23,53,76,6,11,15,13,44,94
Isaac Okoro,SG,20,44,44,1409,130,310,.419,36,122,.295,94,188,.500,.477,56,82,.683,37,86,123,76,46,20,65,122,352
KZ Okpala,PF,21,25,9,322,27,66,.409,11,37,.297,16,29,.552,.492,2,6,.333,15,35,50,11,6,8,12,44,67
Victor Oladipo,SG,28,31,31,1022,224,554,.404,75,232,.323,149,322,.463,.472,95,127,.748,10,140,150,147,43,13,76,78,618
Kelly Olynyk,C-PF,29,48,40,1295,194,431,.450,88,272,.324,106,159,.667,.552,47,56,.839,45,243,288,108,44,31,60,135,523
Miye Oni,SG,23,35,0,302,24,64,.375,21,56,.375,3,8,.375,.539,5,6,.833,16,43,59,10,5,7,11,40,74
Cedi Osman,SF,25,46,17,1131,158,449,.352,78,256,.305,80,193,.415,.439,53,71,.746,28,126,154,119,43,7,47,84,447
Daniel Oturu,C,21,18,0,77,12,23,.522,0,1,.000,12,22,.545,.522,2,4,.500,8,13,21,6,1,3,5,12,26
Kelly Oubre Jr.,SF,25,48,48,1468,275,631,.436,74,243,.305,201,388,.518,.494,98,142,.690,71,219,290,66,50,38,58,109,722
Jabari Parker,PF,25,3,0,27,4,7,.571,0,1,.000,4,6,.667,.571,0,0,,1,5,6,1,0,1,3,4,8
Eric Paschall,PF,24,39,2,676,144,293,.491,17,53,.321,127,240,.529,.520,64,89,.719,27,97,124,51,12,7,41,65,369
Anžejs Pasečņiks,C,25,1,0,6,0,1,.000,0,1,.000,0,0,,.000,0,0,,1,0,1,1,0,0,5,2,0
Patrick Patterson,PF,31,22,2,295,38,82,.463,22,57,.386,16,25,.640,.598,8,10,.800,7,29,36,12,10,6,8,30,106
Justin Patton,C,23,13,6,247,29,70,.414,9,34,.265,20,36,.556,.479,3,4,.750,14,35,49,14,12,14,4,34,70
Chris Paul,PG,35,47,47,1490,285,582,.490,61,168,.363,224,414,.541,.542,119,128,.930,19,200,219,410,66,11,108,115,750
Cameron Payne,PG,26,37,0,634,96,204,.471,36,91,.396,60,113,.531,.559,26,29,.897,8,78,86,138,21,9,38,65,254
Elfrid Payton,PG,26,41,41,1098,203,465,.437,19,77,.247,184,388,.474,.457,66,93,.710,53,104,157,147,32,9,73,77,491
Norvel Pelle,C,27,5,0,35,3,8,.375,0,0,,3,8,.375,.375,4,6,.667,4,7,11,1,0,5,3,10,10
Reggie Perry,PF,20,17,0,180,27,64,.422,4,18,.222,23,46,.500,.453,8,11,.727,20,40,60,14,4,6,13,31,66
Theo Pinson,SG,25,14,0,31,1,9,.111,0,8,.000,1,1,1.000,.111,0,0,,0,2,2,1,0,0,1,4,2
Mason Plumlee,C,30,47,47,1289,196,324,.605,0,7,.000,196,317,.618,.605,100,151,.662,126,314,440,167,40,43,92,163,492
Jakob Poeltl,C,25,47,29,1201,172,275,.625,0,0,,172,275,.625,.625,34,85,.400,151,230,381,84,29,78,59,105,378
Vincent Poirier,C,27,10,0,39,3,12,.250,0,1,.000,3,11,.273,.250,2,6,.333,6,8,14,2,0,3,4,8,8
Aleksej Pokusevski,PF,19,29,12,675,73,232,.315,32,123,.260,41,109,.376,.384,19,23,.826,21,114,135,57,14,29,50,30,197
Jordan Poole,SG,21,29,6,505,107,242,.442,50,138,.362,57,104,.548,.545,48,53,.906,5,40,45,48,11,3,24,42,312
Jontay Porter,PF,21,4,0,15,2,6,.333,1,4,.250,1,2,.500,.417,0,0,,2,6,8,1,2,0,4,3,5
Kevin Porter Jr.,SG,20,12,9,364,74,172,.430,16,69,.232,58,103,.563,.477,19,32,.594,4,34,38,71,12,6,40,23,183
Michael Porter Jr.,SF,22,39,32,1171,248,462,.537,96,214,.449,152,248,.613,.641,60,80,.750,70,224,294,39,25,37,43,83,652
Otto Porter,SF-PF,27,28,6,606,98,227,.432,39,104,.375,59,123,.480,.518,36,42,.857,28,124,152,55,16,4,25,41,271
Bobby Portis,C,25,45,2,940,210,389,.540,49,104,.471,161,285,.565,.603,30,40,.750,77,229,306,48,34,17,35,79,499
Kristaps Porziņģis,C,25,31,31,949,236,498,.474,70,195,.359,166,303,.548,.544,83,101,.822,56,219,275,49,14,50,42,83,625
Dwight Powell,C,29,34,8,504,49,103,.476,5,18,.278,44,85,.518,.500,53,68,.779,39,76,115,28,17,12,18,81,156
Norman Powell,SG-SF,27,47,36,1429,308,623,.494,129,293,.440,179,330,.542,.598,154,182,.846,25,116,141,83,59,11,85,111,899
Taurean Prince,PF,26,32,10,692,90,239,.377,43,113,.381,47,126,.373,.467,49,57,.860,16,97,113,56,19,19,34,58,272
Payton Pritchard,SG,23,44,1,856,116,258,.450,59,144,.410,57,114,.500,.564,21,24,.875,23,74,97,85,25,7,38,82,312
Immanuel Quickley,PG,21,45,3,895,173,449,.385,85,230,.370,88,219,.402,.480,125,140,.893,20,87,107,102,23,10,44,88,556
Jahmi'us Ramsey,SG,19,5,0,17,3,5,.600,1,3,.333,2,2,1.000,.700,0,0,,0,4,4,1,0,1,1,0,7
Chasson Randle,PG,27,21,5,465,42,109,.385,24,64,.375,18,45,.400,.495,15,18,.833,3,40,43,47,10,2,25,39,123
Julius Randle,PF,26,49,49,1810,403,864,.466,101,243,.416,302,621,.486,.525,221,279,.792,67,457,524,286,42,11,164,153,1128
Cam Reddish,SF,21,26,21,750,96,263,.365,33,126,.262,63,137,.460,.428,67,82,.817,22,82,104,35,33,9,34,68,292
J.J. Redick,SG,36,31,0,576,87,214,.407,51,140,.364,36,74,.486,.526,45,47,.957,3,49,52,40,9,2,25,37,270
Paul Reed,PF,21,12,0,100,20,42,.476,0,6,.000,20,36,.556,.476,0,2,.000,12,15,27,5,5,6,7,15,40
Naz Reid,C,21,48,13,918,201,387,.519,39,112,.348,162,275,.589,.570,84,117,.718,54,159,213,54,27,53,50,127,525
Cameron Reynolds,SF,25,3,0,6,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,0,0,0,0,0,2
Nick Richards,PF,23,13,0,51,4,7,.571,0,0,,4,7,.571,.571,7,11,.636,2,7,9,1,0,0,3,5,15
Josh Richardson,SG,27,38,38,1218,172,396,.434,59,184,.321,113,212,.533,.509,75,81,.926,32,103,135,106,35,15,59,97,478
Grant Riller,PG,23,1,0,5,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
Austin Rivers,SG,28,21,2,442,58,135,.430,28,77,.364,30,58,.517,.533,10,14,.714,5,42,47,42,12,0,22,32,154
Andre Roberson,SG,29,5,0,63,2,14,.143,1,8,.125,1,6,.167,.179,1,2,.500,7,8,15,4,3,1,2,4,6
Duncan Robinson,SF,26,50,50,1637,218,500,.436,173,429,.403,45,71,.634,.609,47,56,.839,4,187,191,89,27,11,60,126,656
Glenn Robinson III,SF,27,23,2,369,42,99,.424,16,44,.364,26,55,.473,.505,21,23,.913,11,34,45,20,4,3,11,23,121
Jerome Robinson,SG,23,17,6,305,28,95,.295,11,42,.262,17,53,.321,.353,16,20,.800,4,34,38,25,12,6,19,31,83
Mitchell Robinson,C,22,31,29,853,115,176,.653,0,0,,115,176,.653,.653,26,53,.491,113,139,252,17,35,45,26,86,256
Isaiah Roby,PF,22,43,23,1008,147,293,.502,22,70,.314,125,223,.561,.539,66,93,.710,67,177,244,76,36,29,78,113,382
Rajon Rondo,PG,34,28,2,415,45,113,.398,17,45,.378,28,68,.412,.473,1,2,.500,4,52,56,98,21,2,43,29,108
Derrick Rose,PG,32,29,3,690,142,337,.421,27,76,.355,115,261,.441,.461,65,78,.833,10,55,65,121,33,12,50,31,376
Terrence Ross,SG,29,40,2,1182,225,557,.404,85,246,.346,140,311,.450,.480,105,118,.890,13,124,137,94,44,19,66,80,640
Terry Rozier,SG,26,47,47,1570,340,729,.466,155,380,.408,185,349,.530,.573,123,147,.837,26,167,193,162,59,17,89,82,958
Ricky Rubio,PG,30,46,31,1215,126,327,.385,37,127,.291,89,200,.445,.442,95,112,.848,20,127,147,316,63,2,88,102,384
D'Angelo Russell,PG,24,20,19,583,139,326,.426,59,148,.399,80,178,.449,.517,48,64,.750,9,43,52,101,22,10,54,39,385
Domantas Sabonis,PF,24,47,47,1688,353,671,.526,36,118,.305,317,553,.573,.553,195,271,.720,120,412,532,283,55,26,159,159,937
Luka Šamanić,PF,21,19,1,168,25,52,.481,8,27,.296,17,25,.680,.558,9,17,.529,10,31,41,5,4,3,11,18,67
JaKarr Sampson,PF,27,18,0,120,17,39,.436,2,7,.286,15,32,.469,.462,10,14,.714,11,25,36,1,2,4,7,13,46
Dario Šarić,C,26,30,0,557,112,236,.475,35,96,.365,77,140,.550,.549,52,58,.897,30,96,126,40,16,3,39,63,311
Tomáš Satoranský,SG,29,37,12,855,113,216,.523,32,77,.416,81,139,.583,.597,47,51,.922,21,75,96,185,29,9,63,58,305
Dennis Schröder,SG,27,46,46,1461,242,561,.431,48,147,.327,194,414,.469,.474,171,205,.834,23,139,162,234,56,11,127,125,703
Mike Scott,PF,32,31,8,551,44,126,.349,33,99,.333,11,27,.407,.480,6,10,.600,8,80,88,20,18,5,16,43,127
Collin Sexton,SG,22,42,42,1508,371,773,.480,68,187,.364,303,586,.517,.524,197,242,.814,32,88,120,174,51,4,117,115,1007
Landry Shamet,SG,23,41,1,828,109,273,.399,79,203,.389,30,70,.429,.544,38,45,.844,9,64,73,46,19,5,30,53,335
Iman Shumpert,SG,30,2,0,11,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,,1,0,1,0,1,0,1,0,2
Pascal Siakam,PF,26,40,40,1408,292,649,.450,52,172,.302,240,477,.503,.490,179,215,.833,72,222,294,188,44,25,81,128,815
Chris Silva,PF,24,13,0,87,10,15,.667,1,1,1.000,9,14,.643,.700,11,15,.733,7,19,26,6,1,5,10,21,32
Ben Simmons,PG,24,42,42,1403,247,453,.545,3,9,.333,244,444,.550,.549,143,224,.638,74,258,332,304,63,27,146,132,640
Anfernee Simons,SG,21,42,0,709,115,282,.408,84,201,.418,31,81,.383,.557,29,36,.806,8,89,97,62,8,5,33,72,343
Deividas Sirvydis,SG,20,11,0,22,3,10,.300,3,9,.333,0,1,.000,.450,1,2,.500,0,4,4,1,1,0,1,1,10
Alen Smailagić,PF,20,5,1,26,4,10,.400,2,5,.400,2,5,.400,.500,1,4,.250,2,1,3,0,0,1,0,5,11
Marcus Smart,PG,26,31,28,987,130,322,.404,59,175,.337,71,147,.483,.495,80,102,.784,17,76,93,170,47,16,51,76,399
Dennis Smith Jr.,PG,23,20,7,361,53,132,.402,18,53,.340,35,79,.443,.470,12,18,.667,11,42,53,68,21,14,24,31,136
Ish Smith,PG,32,20,1,413,45,122,.369,6,21,.286,39,101,.386,.393,8,17,.471,10,58,68,92,15,4,20,22,104
Jalen Smith,PF,20,16,0,73,9,25,.360,2,10,.200,7,15,.467,.400,1,3,.333,5,11,16,2,0,2,4,9,21
Tony Snell,SG,29,37,18,783,73,139,.525,54,94,.574,19,45,.422,.719,7,7,1.000,13,72,85,49,6,9,17,57,207
Ray Spalding,C,23,2,0,19,2,4,.500,0,1,.000,2,3,.667,.500,0,2,.000,2,2,4,0,0,2,3,3,4
Cassius Stanley,SG,21,13,0,35,4,16,.250,1,5,.200,3,11,.273,.281,4,5,.800,4,5,9,0,0,2,1,8,13
Lamar Stevens,PF,23,33,0,441,56,126,.444,4,24,.167,52,102,.510,.460,31,44,.705,21,67,88,24,16,12,19,44,147
Isaiah Stewart,C,19,47,2,902,128,231,.554,10,24,.417,118,207,.570,.576,31,46,.674,102,169,271,37,24,47,43,118,297
Max Strus,SF,24,25,0,333,57,122,.467,35,98,.357,22,24,.917,.611,11,16,.688,3,22,25,13,5,0,4,29,160
Edmond Sumner,SG,25,35,7,462,76,151,.503,20,53,.377,56,98,.571,.570,35,43,.814,13,47,60,24,17,4,30,48,207
Jae'Sean Tate,SF,25,49,37,1398,209,401,.521,40,123,.325,169,278,.608,.571,67,92,.728,96,167,263,95,54,29,54,155,525
Jayson Tatum,SF,22,44,44,1559,407,899,.453,124,327,.379,283,572,.495,.522,171,198,.864,32,274,306,187,57,20,106,84,1109
Jeff Teague,PG,32,36,5,647,80,193,.415,26,58,.448,54,135,.400,.482,51,61,.836,10,49,59,80,26,9,40,43,237
Garrett Temple,SG,34,37,12,1002,112,264,.424,46,137,.336,66,127,.520,.511,31,38,.816,21,92,113,73,33,18,36,85,301
Tyrell Terry,PG,20,11,0,56,5,16,.313,0,7,.000,5,9,.556,.313,1,3,.333,0,6,6,6,5,0,2,2,11
Daniel Theis,C,28,46,37,1113,169,309,.547,35,103,.340,134,206,.650,.604,49,74,.662,57,178,235,75,26,48,44,124,422
Brodric Thomas,SG,24,13,1,145,13,44,.295,5,24,.208,8,20,.400,.352,17,21,.810,2,14,16,12,7,5,8,16,48
Matt Thomas,SG,26,29,0,222,29,76,.382,19,51,.373,10,25,.400,.507,6,7,.857,4,23,27,14,3,0,10,13,83
Tristan Thompson,PF,29,36,31,811,119,223,.534,0,3,.000,119,220,.541,.534,48,80,.600,113,189,302,36,13,13,35,75,286
Sindarius Thornwell,SG,26,14,1,73,7,21,.333,3,9,.333,4,12,.333,.405,0,2,.000,1,4,5,4,5,1,4,3,17
Matisse Thybulle,SG,23,47,5,901,67,167,.401,31,102,.304,36,65,.554,.494,8,14,.571,23,63,86,46,70,46,19,94,173
Killian Tillie,C,22,8,0,58,5,21,.238,2,11,.182,3,10,.300,.286,2,3,.667,3,3,6,1,2,4,1,8,14
Xavier Tillman Sr.,PF,22,37,7,690,97,188,.516,11,42,.262,86,146,.589,.545,25,35,.714,45,107,152,50,30,21,27,82,230
Obi Toppin,PF,22,40,0,471,70,146,.479,17,57,.298,53,89,.596,.538,13,18,.722,17,70,87,21,11,11,20,42,170
Juan Toscano-Anderson,SG,27,35,15,609,64,115,.557,21,48,.438,43,67,.642,.648,13,18,.722,18,111,129,73,21,15,34,69,162
Axel Toupane,SF,28,5,1,41,2,7,.286,0,1,.000,2,6,.333,.286,0,0,,0,4,4,2,0,3,0,3,4
Karl-Anthony Towns,C,25,30,30,1030,260,532,.489,71,185,.384,189,347,.545,.555,147,168,.875,82,248,330,129,23,46,95,107,738
Gary Trent Jr.,SG,22,46,28,1425,249,596,.418,137,342,.401,112,254,.441,.533,62,81,.765,22,87,109,64,43,8,32,73,697
P.J. Tucker,PF,35,35,32,1003,49,135,.363,28,90,.311,21,45,.467,.467,18,23,.783,36,118,154,46,29,20,33,93,144
Rayjon Tucker,PG,23,5,0,23,1,4,.250,1,2,.500,0,2,.000,.375,8,8,1.000,1,3,4,1,0,0,0,3,11
Myles Turner,C,24,45,45,1402,201,418,.481,66,198,.333,135,220,.614,.560,105,134,.784,59,232,291,46,40,156,66,161,573
Jonas Valančiūnas,C,28,42,41,1156,279,502,.556,12,39,.308,267,463,.577,.568,109,143,.762,174,352,526,73,24,27,75,126,679
Denzel Valentine,SG,27,43,3,787,122,321,.380,62,186,.333,60,135,.444,.477,11,11,1.000,19,143,162,74,26,1,26,48,317
Jarred Vanderbilt,PF,21,46,25,792,98,163,.601,1,4,.250,97,159,.610,.604,43,74,.581,70,169,239,58,43,30,44,89,240
Fred VanVleet,SG,26,44,44,1601,285,725,.393,147,396,.371,138,329,.419,.494,154,174,.885,28,158,186,270,76,34,86,105,871
Devin Vassell,SF,20,40,1,679,72,178,.404,37,92,.402,35,86,.407,.508,27,31,.871,17,102,119,37,36,12,17,57,208
Gabe Vincent,PG,24,35,6,508,69,186,.371,33,118,.280,36,68,.529,.460,20,23,.870,7,32,39,51,17,2,27,58,191
Noah Vonleh,PF,25,4,0,11,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,2,2,0
Nikola Vučević,C,30,49,49,1654,477,986,.484,123,309,.398,354,677,.523,.546,107,128,.836,95,471,566,185,46,33,86,91,1184
Dean Wade,PF,24,41,8,626,70,167,.419,40,112,.357,30,55,.545,.539,16,21,.762,20,93,113,40,14,14,15,45,196
Moritz Wagner,C,23,31,14,424,66,135,.489,15,48,.313,51,87,.586,.544,42,54,.778,16,72,88,36,22,8,27,70,189
Kemba Walker,PG,30,31,31,954,189,476,.397,87,249,.349,102,227,.449,.488,89,95,.937,9,102,111,149,35,9,65,41,554
Lonnie Walker,SG,22,37,30,968,164,386,.425,63,177,.356,101,209,.483,.506,36,46,.783,9,94,103,61,19,13,38,73,427
John Wall,PG,30,32,32,1018,229,573,.400,62,195,.318,167,378,.442,.454,126,169,.746,15,93,108,217,33,25,108,39,646
Brad Wanamaker,PG,31,43,0,691,72,193,.373,14,65,.215,58,128,.453,.409,56,63,.889,10,61,71,109,28,6,43,63,214
T.J. Warren,SF,27,4,4,117,27,51,.529,0,7,.000,27,44,.614,.529,8,10,.800,2,12,14,5,2,0,4,16,62
P.J. Washington,PF,22,45,45,1327,187,434,.431,60,160,.375,127,274,.464,.500,84,108,.778,65,226,291,121,44,57,101,124,518
Yuta Watanabe,SF,26,30,1,337,26,76,.342,13,37,.351,13,39,.333,.428,9,11,.818,26,68,94,14,11,14,9,29,74
Tremont Waters,PG,23,14,1,110,12,36,.333,6,17,.353,6,19,.316,.417,7,8,.875,3,6,9,34,8,0,13,6,37
Paul Watson,SF,26,24,0,234,25,55,.455,20,44,.455,5,11,.455,.636,2,4,.500,3,32,35,11,5,2,6,31,72
Quinndary Weatherspoon,SG,24,12,0,50,2,10,.200,0,2,.000,2,8,.250,.200,2,2,1.000,0,3,3,4,4,1,8,9,6
Russell Westbrook,PG,32,41,41,1439,338,779,.434,55,175,.314,283,604,.469,.469,161,265,.608,66,359,425,431,52,17,206,117,892
Coby White,PG,20,45,36,1411,245,600,.408,99,285,.347,146,315,.463,.491,77,86,.895,21,181,202,207,23,8,100,113,666
Derrick White,SG,26,23,19,668,109,275,.396,52,152,.342,57,123,.463,.491,58,69,.841,5,57,62,75,16,24,33,62,328
Hassan Whiteside,C,31,28,1,416,96,173,.555,0,1,.000,96,172,.558,.555,33,63,.524,49,120,169,16,6,39,32,52,225
Greg Whittington,PF,27,4,0,12,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
Andrew Wiggins,PF,25,50,50,1617,339,714,.475,104,260,.400,235,454,.518,.548,126,180,.700,50,190,240,113,46,47,96,109,908
Grant Williams,PF,22,42,8,771,72,161,.447,34,86,.395,38,75,.507,.553,19,36,.528,38,87,125,44,23,16,34,110,197
Kenrich Williams,PF,26,49,7,988,155,272,.570,35,78,.449,120,194,.619,.634,23,40,.575,60,140,200,94,33,12,47,93,368
Lou Williams,PG,34,45,3,997,197,470,.419,48,124,.387,149,346,.431,.470,109,127,.858,17,80,97,159,41,5,70,45,551
Patrick Williams,PF,19,47,47,1340,180,375,.480,39,102,.382,141,273,.516,.532,61,81,.753,43,182,225,62,34,33,66,98,460
Robert Williams,C,23,42,5,773,151,207,.729,0,1,.000,151,206,.733,.729,42,64,.656,108,178,286,72,38,77,40,84,344
Zion Williamson,PF,20,44,44,1444,444,712,.624,8,23,.348,436,689,.633,.629,264,373,.708,115,196,311,155,41,30,113,101,1160
D.J. Wilson,PF,24,21,0,210,35,80,.438,19,46,.413,16,34,.471,.556,7,10,.700,9,44,53,8,2,9,12,28,96
Dylan Windler,SF,24,31,0,513,57,130,.438,26,77,.338,31,53,.585,.538,21,27,.778,20,87,107,33,19,12,32,37,161
Justise Winslow,SF,24,16,0,337,50,146,.342,5,41,.122,45,105,.429,.360,9,16,.563,13,64,77,28,12,7,25,32,114
Cassius Winston,PG,22,13,0,77,9,22,.409,7,13,.538,2,9,.222,.568,4,4,1.000,0,7,7,10,2,1,1,7,29
James Wiseman,C,19,36,24,781,173,339,.510,12,36,.333,161,303,.531,.528,53,83,.639,51,158,209,23,10,35,59,117,411
Christian Wood,C,25,26,26,815,210,393,.534,42,116,.362,168,277,.606,.588,80,123,.650,45,210,255,39,24,35,48,52,542
Robert Woodard,SF,21,11,0,29,7,14,.500,1,4,.250,6,10,.600,.536,3,8,.375,3,8,11,0,0,2,1,2,18
Delon Wright,SG-PG,28,41,31,1159,150,324,.463,36,100,.360,114,224,.509,.519,83,103,.806,39,141,180,194,62,19,50,48,419
Thaddeus Young,PF,32,44,11,1103,250,425,.588,6,25,.240,244,400,.610,.595,43,70,.614,109,174,283,191,56,26,88,110,549
Trae Young,PG,22,47,47,1611,357,828,.431,110,307,.358,247,521,.474,.498,361,414,.872,32,152,184,443,41,11,205,93,1185
Cody Zeller,C,28,30,20,644,111,209,.531,3,22,.136,108,187,.578,.538,48,69,.696,77,131,208,61,22,11,27,70,273
Ivica Zubac,C,23,51,12,1105,171,268,.638,0,3,.000,171,265,.645,.638,97,117,.829,140,233,373,56,21,48,55,132,439
